Service PCN,NSN,COVID Critical Status,COVID Core Status,FSC,NIIN,Description,LoB,Sub-LoB,CITS Channel,Oracle Channel,NPA Code,NPA Name,CITS Customer,Oracle Customer,Contract Number,Prime/Non-Prime,Sales,Quantity,FY,Month,FYP,MONTHP,OP Description,OP Grouping,JS Grouping,Textile Grouping,Textile PGC,WI Category,WI Sub-Category,WI Point Size,WI Color,Marketing Main Category,Marketing Sub Category
,6545-01-465-1800,COVID-19 Critical,Non COVID-19 Core,6545,01-465-1800,First Aid Kit - 15 Person,Commodity,C-Medical,Commercial Distributors,Oracle Channel N/A,OKO,"NEWVIEW OKLAHOMA, INC",MSC Industrial Supply Co.,Oracle Customer N/A,NON-Contract Data,NON-Contract Data,285.21,,2016,Jun,2016,Jun,NON OP Product,NON OP Group,First Aid,NON Textile Product,NON Textile Product,NON WI Product,NON WI Product,NON WI Product,NON WI Product,Safety Supplies,First Aid Kits
,6545-01-465-1800,COVID-19 Critical,Non COVID-19 Core,6545,01-465-1800,First Aid Kit - 15 Person,Commodity,C-Medical,Commercial Distributors,Oracle Channel N/A,OKO,"NEWVIEW OKLAHOMA, INC",MSC Industrial Supply Co.,Oracle Customer N/A,NON-Contract Data,NON-Contract Data,1140.84,,2016,Dec,2016,Dec,NON OP Product,NON OP Group,First Aid,NON Textile Product,NON Textile Product,NON WI Product,NON WI Product,NON WI Product,NON WI Product,Safety Supplies,First Aid Kits
,6545-01-465-1800,COVID-19 Critical,Non COVID-19 Core,6545,01-465-1800,First Aid Kit - 15 Person,Commodity,C-Medical,BSC Stock,Oracle Channel N/A,OKO,"NEWVIEW OKLAHOMA, INC",MDB-Baltimore (BSC Operator),Oracle Customer N/A,NON-Contract Data,NON-Contract Data,285.21,,2016,Oct,2016,Oct,NON OP Product,NON OP Group,First Aid,NON Textile Product,NON Textile Product,NON WI Product,NON WI Product,NON WI Product,NON WI Product,Safety Supplies,First Aid Kits
,6545-01-465-1800,COVID-19 Critical,Non COVID-19 Core,6545,01-465-1800,First Aid Kit - 15 Person,Commodity,C-Medical,Commercial Wholesalers,Oracle Channel N/A,OKO,"NEWVIEW OKLAHOMA, INC",LC Industries,Oracle Customer N/A,NON-Contract Data,NON-Contract Data,4287.66,,2016,Sep,2016,Sep,NON OP Product,NON OP Group,First Aid,NON Textile Product,NON Textile Product,NON WI Product,NON WI Product,NON WI Product,NON WI Product,Safety Supplies,First Aid Kits
,6545-01-465-1800,COVID-19 Critical,Non COVID-19 Core,6545,01-465-1800,First Aid Kit - 15 Person,Commodity,C-Medical,Commercial Wholesalers,Oracle Channel N/A,OKO,"NEWVIEW OKLAHOMA, INC",LC Industries,Oracle Customer N/A,NON-Contract Data,NON-Contract Data,4373.219999999999,,2016,Oct,2016,Oct,NON OP Product,NON OP Group,First Aid,NON Textile Product,NON Textile Product,NON WI Product,NON WI Product,NON WI Product,NON WI Product,Safety Supplies,First Aid Kits
,6545-01-465-1800,COVID-19 Critical,Non COVID-19 Core,6545,01-465-1800,First Aid Kit - 15 Person,Commodity,C-Medical,Commercial Wholesalers,Oracle Channel N/A,OKO,"NEWVIEW OKLAHOMA, INC",LC Industries,Oracle Customer N/A,NON-Contract Data,NON-Contract Data,475.35,,2016,Nov,2016,Nov,NON OP Product,NON OP Group,First Aid,NON Textile Product,NON Textile Product,NON WI Product,NON WI Product,NON WI Product,NON WI Product,Safety Supplies,First Aid Kits
,6545-01-465-1800,COVID-19 Critical,Non COVID-19 Core,6545,01-465-1800,First Aid Kit - 15 Person,Commodity,C-Medical,Commercial Wholesalers,Oracle Channel N/A,OKO,"NEWVIEW OKLAHOMA, INC",LC Industries,Oracle Customer N/A,NON-Contract Data,NON-Contract Data,5609.129999999999,,2016,Mar,2016,Mar,NON OP Product,NON OP Group,First Aid,NON Textile Product,NON Textile Product,NON WI Product,NON WI Product,NON WI Product,NON WI Product,Safety Supplies,First Aid Kits
,6545-01-465-1800,COVID-19 Critical,Non COVID-19 Core,6545,01-465-1800,First Aid Kit - 15 Person,Commodity,C-Medical,Commercial Wholesalers,Oracle Channel N/A,OKO,"NEWVIEW OKLAHOMA, INC",LC Industries,Oracle Customer N/A,NON-Contract Data,NON-Contract Data,2471.82,,2016,Jun,2016,Jun,NON OP Product,NON OP Group,First Aid,NON Textile Product,NON Textile Product,NON WI Product,NON WI Product,NON WI Product,NON WI Product,Safety Supplies,First Aid Kits
,6545-01-465-1800,COVID-19 Critical,Non COVID-19 Core,6545,01-465-1800,First Aid Kit - 15 Person,Commodity,C-Medical,Commercial Wholesalers,Oracle Channel N/A,OKO,"NEWVIEW OKLAHOMA, INC",LC Industries,Oracle Customer N/A,NON-Contract Data,NON-Contract Data,1521.12,,2016,Jul,2016,Jul,NON OP Product,NON OP Group,First Aid,NON Textile Product,NON Textile Product,NON WI Product,NON WI Product,NON WI Product,NON WI Product,Safety Supplies,First Aid Kits
,6545-01-465-1800,COVID-19 Critical,Non COVID-19 Core,6545,01-465-1800,First Aid Kit - 15 Person,Commodity,C-Medical,Commercial Wholesalers,Oracle Channel N/A,OKO,"NEWVIEW OKLAHOMA, INC",LC Industries,Oracle Customer N/A,NON-Contract Data,NON-Contract Data,4753.5,,2016,Feb,2016,Feb,NON OP Product,NON OP Group,First Aid,NON Textile Product,NON Textile Product,NON WI Product,NON WI Product,NON WI Product,NON WI Product,Safety Supplies,First Aid Kits
,6545-01-465-1800,COVID-19 Critical,Non COVID-19 Core,6545,01-465-1800,First Aid Kit - 15 Person,Commodity,C-Medical,Commercial Wholesalers,Oracle Channel N/A,OKO,"NEWVIEW OKLAHOMA, INC",LC Industries,Oracle Customer N/A,NON-Contract Data,NON-Contract Data,-63.24,,2016,Aug,2016,Sep,NON OP Product,NON OP Group,First Aid,NON Textile Product,NON Textile Product,NON WI Product,NON WI Product,NON WI Product,NON WI Product,Safety Supplies,First Aid Kits
,6545-01-465-1800,COVID-19 Critical,Non COVID-19 Core,6545,01-465-1800,First Aid Kit - 15 Person,Commodity,C-Medical,Commercial Wholesalers,Oracle Channel N/A,OKO,"NEWVIEW OKLAHOMA, INC",LC Industries,Oracle Customer N/A,NON-Contract Data,NON-Contract Data,3232.38,,2016,Aug,2016,Aug,NON OP Product,NON OP Group,First Aid,NON Textile Product,NON Textile Product,NON WI Product,NON WI Product,NON WI Product,NON WI Product,Safety Supplies,First Aid Kits
,6545-01-465-1800,COVID-19 Critical,Non COVID-19 Core,6545,01-465-1800,First Aid Kit - 15 Person,Commodity,C-Medical,Commercial Wholesalers,Oracle Channel N/A,OKO,"NEWVIEW OKLAHOMA, INC",LC Industries,Oracle Customer N/A,NON-Contract Data,NON-Contract Data,3422.5199999999995,,2016,Apr,2016,Apr,NON OP Product,NON OP Group,First Aid,NON Textile Product,NON Textile Product,NON WI Product,NON WI Product,NON WI Product,NON WI Product,Safety Supplies,First Aid Kits
,6545-01-465-1800,COVID-19 Critical,Non COVID-19 Core,6545,01-465-1800,First Aid Kit - 15 Person,Commodity,C-Medical,E-Commerce,Oracle Channel N/A,OKO,"NEWVIEW OKLAHOMA, INC",GSA - Region 7,Oracle Customer N/A,NON-Contract Data,NON-Contract Data,568.8335925349922,,2016,Jul,2016,Jul,NON OP Product,NON OP Group,First Aid,NON Textile Product,NON Textile Product,NON WI Product,NON WI Product,NON WI Product,NON WI Product,Safety Supplies,First Aid Kits
,6545-01-425-4663,COVID-19 Critical,Non COVID-19 Core,6545,01-425-4663,Body Fluids Barrier Kit,Commodity,C-Medical,Department of Defense,Oracle Channel N/A,OKO,"NEWVIEW OKLAHOMA, INC",United States Navy,Oracle Customer N/A,NON-Contract Data,NON-Contract Data,114.9,,2016,Jan,2016,Jan,NON OP Product,NON OP Group,NON JS Group,NON Textile Product,NON Textile Product,NON WI Product,NON WI Product,NON WI Product,NON WI Product,Medical & Surgical Supplies,Medical Supplies
,6545-01-425-4663,COVID-19 Critical,Non COVID-19 Core,6545,01-425-4663,Body Fluids Barrier Kit,Commodity,C-Medical,Commercial Distributors,Oracle Channel N/A,OKO,"NEWVIEW OKLAHOMA, INC",Premier and Companies (Premier Supply),Oracle Customer N/A,NON-Contract Data,NON-Contract Data,551.52,,2016,Oct,2016,Oct,NON OP Product,NON OP Group,NON JS Group,NON Textile Product,NON Textile Product,NON WI Product,NON WI Product,NON WI Product,NON WI Product,Medical & Surgical Supplies,Medical Supplies
,6545-01-425-4663,COVID-19 Critical,Non COVID-19 Core,6545,01-425-4663,Body Fluids Barrier Kit,Commodity,C-Medical,Commercial Distributors,Oracle Channel N/A,OKO,"NEWVIEW OKLAHOMA, INC",Noble Supply & Logistics,Oracle Customer N/A,NON-Contract Data,NON-Contract Data,275.76,,2016,May,2016,May,NON OP Product,NON OP Group,NON JS Group,NON Textile Product,NON Textile Product,NON WI Product,NON WI Product,NON WI Product,NON WI Product,Medical & Surgical Supplies,Medical Supplies
,6545-01-425-4663,COVID-19 Critical,Non COVID-19 Core,6545,01-425-4663,Body Fluids Barrier Kit,Commodity,C-Medical,Commercial Distributors,Oracle Channel N/A,OKO,"NEWVIEW OKLAHOMA, INC",MSC Industrial Supply Co.,Oracle Customer N/A,NON-Contract Data,NON-Contract Data,137.88,,2016,Oct,2016,Oct,NON OP Product,NON OP Group,NON JS Group,NON Textile Product,NON Textile Product,NON WI Product,NON WI Product,NON WI Product,NON WI Product,Medical & Surgical Supplies,Medical Supplies
,6545-01-425-4663,COVID-19 Critical,Non COVID-19 Core,6545,01-425-4663,Body Fluids Barrier Kit,Commodity,C-Medical,Commercial Distributors,Oracle Channel N/A,OKO,"NEWVIEW OKLAHOMA, INC",MSC Industrial Supply Co.,Oracle Customer N/A,NON-Contract Data,NON-Contract Data,-5.5200000000000005,,2016,Aug,2016,Sep,NON OP Product,NON OP Group,NON JS Group,NON Textile Product,NON Textile Product,NON WI Product,NON WI Product,NON WI Product,NON WI Product,Medical & Surgical Supplies,Medical Supplies
,6545-01-425-4663,COVID-19 Critical,Non COVID-19 Core,6545,01-425-4663,Body Fluids Barrier Kit,Commodity,C-Medical,Commercial Distributors,Oracle Channel N/A,OKO,"NEWVIEW OKLAHOMA, INC",MSC Industrial Supply Co.,Oracle Customer N/A,NON-Contract Data,NON-Contract Data,275.76,,2016,Aug,2016,Aug,NON OP Product,NON OP Group,NON JS Group,NON Textile Product,NON Textile Product,NON WI Product,NON WI Product,NON WI Product,NON WI Product,Medical & Surgical Supplies,Medical Supplies
,6545-01-425-4663,COVID-19 Critical,Non COVID-19 Core,6545,01-425-4663,Body Fluids Barrier Kit,Commodity,C-Medical,Commercial Distributors,Oracle Channel N/A,OKO,"NEWVIEW OKLAHOMA, INC",Inventory Management Solutions,Oracle Customer N/A,NON-Contract Data,NON-Contract Data,34.47,,2016,Jul,2016,Jul,NON OP Product,NON OP Group,NON JS Group,NON Textile Product,NON Textile Product,NON WI Product,NON WI Product,NON WI Product,NON WI Product,Medical & Surgical Supplies,Medical Supplies
,6545-01-425-4663,COVID-19 Critical,Non COVID-19 Core,6545,01-425-4663,Body Fluids Barrier Kit,Commodity,C-Medical,Commercial Distributors,Oracle Channel N/A,OKO,"NEWVIEW OKLAHOMA, INC",ICMC (dba Postal Products Unlimited),Oracle Customer N/A,NON-Contract Data,NON-Contract Data,-11.04,,2016,Aug,2016,Sep,NON OP Product,NON OP Group,NON JS Group,NON Textile Product,NON Textile Product,NON WI Product,NON WI Product,NON WI Product,NON WI Product,Medical & Surgical Supplies,Medical Supplies
,6545-01-425-4663,COVID-19 Critical,Non COVID-19 Core,6545,01-425-4663,Body Fluids Barrier Kit,Commodity,C-Medical,Commercial Distributors,Oracle Channel N/A,OKO,"NEWVIEW OKLAHOMA, INC",ICMC (dba Postal Products Unlimited),Oracle Customer N/A,NON-Contract Data,NON-Contract Data,281.28000000000003,,2016,Aug,2016,Aug,NON OP Product,NON OP Group,NON JS Group,NON Textile Product,NON Textile Product,NON WI Product,NON WI Product,NON WI Product,NON WI Product,Medical & Surgical Supplies,Medical Supplies
,6545-01-425-4663,COVID-19 Critical,Non COVID-19 Core,6545,01-425-4663,Body Fluids Barrier Kit,Commodity,C-Medical,E-Commerce,Oracle Channel N/A,OKO,"NEWVIEW OKLAHOMA, INC",GSA - Region 7,Oracle Customer N/A,NON-Contract Data,NON-Contract Data,137.4805598755832,,2016,Oct,2016,Oct,NON OP Product,NON OP Group,NON JS Group,NON Textile Product,NON Textile Product,NON WI Product,NON WI Product,NON WI Product,NON WI Product,Medical & Surgical Supplies,Medical Supplies
,6545-01-425-4663,COVID-19 Critical,Non COVID-19 Core,6545,01-425-4663,Body Fluids Barrier Kit,Commodity,C-Medical,E-Commerce,Oracle Channel N/A,OKO,"NEWVIEW OKLAHOMA, INC",GSA - Region 7,Oracle Customer N/A,NON-Contract Data,NON-Contract Data,286.4178330741317,,2016,Nov,2016,Nov,NON OP Product,NON OP Group,NON JS Group,NON Textile Product,NON Textile Product,NON WI Product,NON WI Product,NON WI Product,NON WI Product,Medical & Surgical Supplies,Medical Supplies
,6545-01-425-4663,COVID-19 Critical,Non COVID-19 Core,6545,01-425-4663,Body Fluids Barrier Kit,Commodity,C-Medical,E-Commerce,Oracle Channel N/A,OKO,"NEWVIEW OKLAHOMA, INC",GSA - Region 7,Oracle Customer N/A,NON-Contract Data,NON-Contract Data,148.93727319854847,,2016,Jun,2016,Jun,NON OP Product,NON OP Group,NON JS Group,NON Textile Product,NON Textile Product,NON WI Product,NON WI Product,NON WI Product,NON WI Product,Medical & Surgical Supplies,Medical Supplies
,6545-01-425-4663,COVID-19 Critical,Non COVID-19 Core,6545,01-425-4663,Body Fluids Barrier Kit,Commodity,C-Medical,E-Commerce,Oracle Channel N/A,OKO,"NEWVIEW OKLAHOMA, INC",GSA - Region 7,Oracle Customer N/A,NON-Contract Data,NON-Contract Data,114.56713322965268,,2016,Jul,2016,Jul,NON OP Product,NON OP Group,NON JS Group,NON Textile Product,NON Textile Product,NON WI Product,NON WI Product,NON WI Product,NON WI Product,Medical & Surgical Supplies,Medical Supplies
,6545-01-425-4663,COVID-19 Critical,Non COVID-19 Core,6545,01-425-4663,Body Fluids Barrier Kit,Commodity,C-Medical,E-Commerce,Oracle Channel N/A,OKO,"NEWVIEW OKLAHOMA, INC",GSA - Region 7,Oracle Customer N/A,NON-Contract Data,NON-Contract Data,22.91342664593053,,2016,Feb,2016,Feb,NON OP Product,NON OP Group,NON JS Group,NON Textile Product,NON Textile Product,NON WI Product,NON WI Product,NON WI Product,NON WI Product,Medical & Surgical Supplies,Medical Supplies
,6545-01-425-4663,COVID-19 Critical,Non COVID-19 Core,6545,01-425-4663,Body Fluids Barrier Kit,Commodity,C-Medical,E-Commerce,Oracle Channel N/A,OKO,"NEWVIEW OKLAHOMA, INC",GSA - Region 7,Oracle Customer N/A,NON-Contract Data,NON-Contract Data,45.82685329186107,,2016,Dec,2016,Dec,NON OP Product,NON OP Group,NON JS Group,NON Textile Product,NON Textile Product,NON WI Product,NON WI Product,NON WI Product,NON WI Product,Medical & Surgical Supplies,Medical Supplies
,6545-01-425-4663,COVID-19 Critical,Non COVID-19 Core,6545,01-425-4663,Body Fluids Barrier Kit,Commodity,C-Medical,Commercial Distributors,Oracle Channel N/A,OKO,"NEWVIEW OKLAHOMA, INC",Embassy Products & Logistics,Oracle Customer N/A,NON-Contract Data,NON-Contract Data,275.76,,2016,May,2016,May,NON OP Product,NON OP Group,NON JS Group,NON Textile Product,NON Textile Product,NON WI Product,NON WI Product,NON WI Product,NON WI Product,Medical & Surgical Supplies,Medical Supplies
,6545-01-425-4663,COVID-19 Critical,Non COVID-19 Core,6545,01-425-4663,Body Fluids Barrier Kit,Commodity,C-Medical,Commercial Distributors,Oracle Channel N/A,OKO,"NEWVIEW OKLAHOMA, INC",Embassy Products & Logistics,Oracle Customer N/A,NON-Contract Data,NON-Contract Data,551.52,,2016,Mar,2016,Mar,NON OP Product,NON OP Group,NON JS Group,NON Textile Product,NON Textile Product,NON WI Product,NON WI Product,NON WI Product,NON WI Product,Medical & Surgical Supplies,Medical Supplies
,6545-01-425-4663,COVID-19 Critical,Non COVID-19 Core,6545,01-425-4663,Body Fluids Barrier Kit,Commodity,C-Medical,E-Commerce,Oracle Channel N/A,OKO,"NEWVIEW OKLAHOMA, INC",Department of Commerce - Distribution,Oracle Customer N/A,NON-Contract Data,NON-Contract Data,824.8833592534992,,2016,Mar,2016,Mar,NON OP Product,NON OP Group,NON JS Group,NON Textile Product,NON Textile Product,NON WI Product,NON WI Product,NON WI Product,NON WI Product,Medical & Surgical Supplies,Medical Supplies
,6545-00-664-5313,COVID-19 Critical,Non COVID-19 Core,6545,00-664-5313,First Aid Kit - Vehicle,Commodity,C-Medical,BSC Stock,Oracle Channel N/A,OKO,"NEWVIEW OKLAHOMA, INC",WAS-Seattle (BSC Operator),Oracle Customer N/A,NON-Contract Data,NON-Contract Data,447.84,,2016,Sep,2016,Sep,NON OP Product,NON OP Group,First Aid,NON Textile Product,NON Textile Product,NON WI Product,NON WI Product,NON WI Product,NON WI Product,Safety Supplies,First Aid Kits
,6545-00-664-5313,COVID-19 Critical,Non COVID-19 Core,6545,00-664-5313,First Aid Kit - Vehicle,Commodity,C-Medical,BSC Stock,Oracle Channel N/A,OKO,"NEWVIEW OKLAHOMA, INC",WAS-Seattle (BSC Operator),Oracle Customer N/A,NON-Contract Data,NON-Contract Data,190.3,,2016,Nov,2016,Nov,NON OP Product,NON OP Group,First Aid,NON Textile Product,NON Textile Product,NON WI Product,NON WI Product,NON WI Product,NON WI Product,Safety Supplies,First Aid Kits
,6545-00-664-5313,COVID-19 Critical,Non COVID-19 Core,6545,00-664-5313,First Aid Kit - Vehicle,Commodity,C-Medical,BSC Stock,Oracle Channel N/A,OKO,"NEWVIEW OKLAHOMA, INC",WAS-Seattle (BSC Operator),Oracle Customer N/A,NON-Contract Data,NON-Contract Data,456.72,,2016,Mar,2016,Mar,NON OP Product,NON OP Group,First Aid,NON Textile Product,NON Textile Product,NON WI Product,NON WI Product,NON WI Product,NON WI Product,Safety Supplies,First Aid Kits
,6545-00-664-5313,COVID-19 Critical,Non COVID-19 Core,6545,00-664-5313,First Aid Kit - Vehicle,Commodity,C-Medical,BSC Stock,Oracle Channel N/A,OKO,"NEWVIEW OKLAHOMA, INC",WAS-Seattle (BSC Operator),Oracle Customer N/A,NON-Contract Data,NON-Contract Data,456.72,,2016,Jul,2016,Jul,NON OP Product,NON OP Group,First Aid,NON Textile Product,NON Textile Product,NON WI Product,NON WI Product,NON WI Product,NON WI Product,Safety Supplies,First Aid Kits
,6545-00-664-5313,COVID-19 Critical,Non COVID-19 Core,6545,00-664-5313,First Aid Kit - Vehicle,Commodity,C-Medical,Commercial Distributors,Oracle Channel N/A,OKO,"NEWVIEW OKLAHOMA, INC",Stephens Office Supply,Oracle Customer N/A,NON-Contract Data,NON-Contract Data,456.72,,2016,Jan,2016,Jan,NON OP Product,NON OP Group,First Aid,NON Textile Product,NON Textile Product,NON WI Product,NON WI Product,NON WI Product,NON WI Product,Safety Supplies,First Aid Kits
,6545-00-664-5313,COVID-19 Critical,Non COVID-19 Core,6545,00-664-5313,First Aid Kit - Vehicle,Commodity,C-Medical,Commercial Distributors,Oracle Channel N/A,OKO,"NEWVIEW OKLAHOMA, INC",MSC Industrial Supply Co.,Oracle Customer N/A,NON-Contract Data,NON-Contract Data,456.72,,2016,Oct,2016,Oct,NON OP Product,NON OP Group,First Aid,NON Textile Product,NON Textile Product,NON WI Product,NON WI Product,NON WI Product,NON WI Product,Safety Supplies,First Aid Kits
,6545-00-664-5313,COVID-19 Critical,Non COVID-19 Core,6545,00-664-5313,First Aid Kit - Vehicle,Commodity,C-Medical,Commercial Distributors,Oracle Channel N/A,OKO,"NEWVIEW OKLAHOMA, INC",MSC Industrial Supply Co.,Oracle Customer N/A,NON-Contract Data,NON-Contract Data,456.72,,2016,Nov,2016,Nov,NON OP Product,NON OP Group,First Aid,NON Textile Product,NON Textile Product,NON WI Product,NON WI Product,NON WI Product,NON WI Product,Safety Supplies,First Aid Kits
,6545-00-664-5313,COVID-19 Critical,Non COVID-19 Core,6545,00-664-5313,First Aid Kit - Vehicle,Commodity,C-Medical,Commercial Distributors,Oracle Channel N/A,OKO,"NEWVIEW OKLAHOMA, INC",MSC Industrial Supply Co.,Oracle Customer N/A,NON-Contract Data,NON-Contract Data,456.72,,2016,May,2016,May,NON OP Product,NON OP Group,First Aid,NON Textile Product,NON Textile Product,NON WI Product,NON WI Product,NON WI Product,NON WI Product,Safety Supplies,First Aid Kits
,6545-00-664-5313,COVID-19 Critical,Non COVID-19 Core,6545,00-664-5313,First Aid Kit - Vehicle,Commodity,C-Medical,Commercial Distributors,Oracle Channel N/A,OKO,"NEWVIEW OKLAHOMA, INC",MSC Industrial Supply Co.,Oracle Customer N/A,NON-Contract Data,NON-Contract Data,1370.16,,2016,Jul,2016,Jul,NON OP Product,NON OP Group,First Aid,NON Textile Product,NON Textile Product,NON WI Product,NON WI Product,NON WI Product,NON WI Product,Safety Supplies,First Aid Kits
,6545-00-664-5313,COVID-19 Critical,Non COVID-19 Core,6545,00-664-5313,First Aid Kit - Vehicle,Commodity,C-Medical,Commercial Distributors,Oracle Channel N/A,OKO,"NEWVIEW OKLAHOMA, INC",MSC Industrial Supply Co.,Oracle Customer N/A,NON-Contract Data,NON-Contract Data,456.72,,2016,Dec,2016,Dec,NON OP Product,NON OP Group,First Aid,NON Textile Product,NON Textile Product,NON WI Product,NON WI Product,NON WI Product,NON WI Product,Safety Supplies,First Aid Kits
,6545-00-664-5313,COVID-19 Critical,Non COVID-19 Core,6545,00-664-5313,First Aid Kit - Vehicle,Commodity,C-Medical,Commercial Wholesalers,Oracle Channel N/A,OKO,"NEWVIEW OKLAHOMA, INC",LC Industries,Oracle Customer N/A,NON-Contract Data,NON-Contract Data,6549.66,,2016,Sep,2016,Sep,NON OP Product,NON OP Group,First Aid,NON Textile Product,NON Textile Product,NON WI Product,NON WI Product,NON WI Product,NON WI Product,Safety Supplies,First Aid Kits
